company_name,experience_required,job_description,job_description_url,job_title,key_skills,location,posted_by,posted_on,salary
Sanjeo Technologies,0-4 yrs,,https://www.naukri.com/job-listings-Business-Analyst-Sanjeo-Technologies-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Kolkata-Chandigarh-Indore-Jaipur-0-to-4-years-030918003652?src=jobsearchDesk&sid=1539017118643&xp=24&px=4,Business Analyst,"business analysis, valuation, consulting, project execution, us healthcare,...","Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Kolkata, Chandigarh, Indore, Jaipur",Sanjana Singh,2018-09-10,"4,25,000 - 9,25,000 P.A. Best in Industries"
Sanjeo Technologies,0-4 yrs,,https://www.naukri.com/job-listings-Business-Analyst-EDP-Analyst-Sanjeo-Technologies-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Kolkata-Chandigarh-Indore-Jaipur-0-to-4-years-030918000128?src=jobsearchDesk&sid=1539017118643&xp=25&px=4,Business Analyst / EDP Analyst,"Predictive Modeling, Advanced Analytics, Business Analysis, Correlation...","Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Kolkata, Chandigarh, Indore, Jaipur",Sanjana Singh,2018-09-10,"4,25,000 - 9,25,000 P.A. Best in Industries"
Stanza Living,0-5 yrs,"Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel,SPSS, ...",https://www.naukri.com/job-listings-Business-Analyst-Stanza-Living-Delhi-0-to-5-years-070918009976?src=jobsearchDesk&sid=1539017118643&xp=26&px=4,Business Analyst,"excel, sas, data analytics, business analysis, data mining",Delhi,Aditi Mazumdar,2018-09-07,"9,00,000 - 19,00,000 P.A."
Webpix Consultancy Services Pvt. Ltd.,1-3 yrs,Primary Duties and Responsibilities Business Unit Support Acts as the Enterprise Information ...,https://www.naukri.com/job-listings-Opportunity-I-Data-Entry-Operator-I-5-Days-Working-I-New-Delhi-Webpix-Consultancy-Services-Pvt-Ltd-Delhi-NCR-1-to-3-years-060918004123?src=jobsearchDesk&sid=1539017118643&xp=27&px=4,Job Opportunity I Data Entry Operator I 5 Days Working I New Delhi,"data entry operation, data mining, data management, data processing",Delhi NCR,Aaskie Malhotra,2018-09-06,Not disclosed
Aristocrat Technologies India Pvt. ltd.,5-7 yrs,,https://www.naukri.com/job-listings-Senior-Data-Analyst-Aristocrat-Technologies-India-Pvt-ltd-Gurgaon-5-to-7-years-270918500416?src=jobsearchDesk&sid=1539017118643&xp=28&px=4,Senior Data Analyst,"Gaming, Project management, Business intelligence, Microstrategy...",Gurgaon,,2018-09-27,Not disclosed
Aegis Customer Support Services Private Limited. ited,0-2 yrs,* Open to work in 24*7 environment for Male;* Should join immediately;* One who is good with EXCEL ...,https://www.naukri.com/job-listings-Walk-in-Drive-for-Analyst-Profile-for-Telecom-Partner-Aegis-Customer-Support-Services-Private-Limited-ited-Noida-0-to-2-years-220818001229?src=jobsearchDesk&sid=1539017118643&xp=29&px=4,Walk-in Drive for Analyst Profile for Telecom Partner,"fresher, bpo, domestic bpo, data analyst, b tech fresher, technical...",Noida,Bhagat Singh,2018-10-04,"2,25,000 - 2,75,000 P.A."
REERACOEN INDIA PRIVATE LIMITED,3-6 yrs,3034 years old / Gender does not matter / 3 to 5 years experience;Candidate required to handle more than ...,https://www.naukri.com/job-listings-Senior-MIS-Executive-REERACOEN-INDIA-PRIVATE-LIMITED-Gurgaon-3-to-6-years-140818001517?src=jobsearchDesk&sid=1539017118643&xp=30&px=4,Senior MIS Executive.,"Excel, Data Analysis",Gurgaon,Somola Konthoujam,2018-10-03,"3,25,000 - 5,00,000 P.A. According to company policy."
REERACOEN INDIA PRIVATE LIMITED,3-5 yrs,Candidate required to handle more than 1 Lakh lines of sales data by excel and ...,https://www.naukri.com/job-listings-D-m-bd-MIS-Sr-Executive-REERACOEN-INDIA-PRIVATE-LIMITED-Gurgaon-3-to-5-years-041018001788?src=jobsearchDesk&sid=1539017118643&xp=31&px=4,D&m(bd) - MIS - Sr / Executive,"Bd, Sales, Excel, Data Analysis, mis, mis executive, mis reporting, VBA...",Gurgaon,Vrinda Singhi,2018-10-04,"3,00,000 - 5,50,000 P.A."
SLA Consultants India,0-5 yrs,,https://www.naukri.com/job-listings-MIS-Executive-MIS-Analyst-MIS-Coordinator-MIS-Sales-Coordinator-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-5-years-031018000209?src=jobsearchDesk&sid=1539017118643&xp=32&px=4,"MIS Executive, MIS Analyst, MIS Coordinator, MIS Sales Coordinator","mis executive, mis coordinator, mis analyst, office assistant...","Delhi NCR, Gurgaon, Noida",Bhanu,2018-10-03,"2,25,000 - 4,25,000 P.A."
Pacific Systems and Services,1-3 yrs,- Communication skills and teamwork: Must be comfortable working in an interdisciplinary team and ...,https://www.naukri.com/job-listings-Product-Analyst-R-Python-Pacific-Systems-and-Services-Gurgaon-1-to-3-years-230818005147?src=jobsearchDesk&sid=1539017118643&xp=33&px=4,Product Analyst - R / Python,"Product Analyst, Python, R, algorithms, Data analysis, statistics, SQL...",Gurgaon,HR,2018-08-23,Not disclosed
HuQuo Consulting Pvt. Ltd.,3-5 yrs,The candidate should have analytics experience at-least 2+ years in BFSI domain with sufficient ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-Fraud-Analytics-BFSI-Domain-HuQuo-Consulting-Pvt-Ltd-Delhi-NCR-3-to-5-years-230818002997?src=jobsearchDesk&sid=1539017118643&xp=34&px=4,Senior Business Analyst - Fraud Analytics - BFSI Domain,"SAS, R, Predictive Modeling, Data Analysis, Business Analysis, Excel, Fraud...",Delhi NCR,Manoj,2018-08-23,Not disclosed
WellMed Medical Management,3-6 yrs,,https://www.naukri.com/job-listings-Senior-Provider-Data-Analyst-WellMed-Medical-Management-Gurgaon-Noida-3-to-6-years-210918500127?src=jobsearchDesk&sid=1539017118643&xp=35&px=4,Senior Provider Data Analyst,"Manager Quality Assurance, Data quality, Management, Database, Quality Lead...","Gurgaon, Noida",,2018-09-21,Not disclosed
"Expedia, Inc",12-20 yrs,,https://www.naukri.com/job-listings-Senior-Data-and-Insights-Analyst-Expedia-Inc-Gurgaon-12-to-20-years-120918500048?src=jobsearchDesk&sid=1539017118643&xp=36&px=4,Senior Data and Insights Analyst,"SQL, Python, Teradata, Cloud computing, Data mining, Monitoring...",Gurgaon,,2018-09-12,Not disclosed
Clearway Advisors,4-9 yrs,"Should have experience in any coding languages like PLX, SQL, VBA  and macros. ...",https://www.naukri.com/job-listings-Business-Analyst-Clearway-Advisors-Gurgaon-4-to-9-years-110918000455?src=jobsearchDesk&sid=1539017118643&xp=37&px=4,Business Analyst,"data analysis, business analysis, Data Reporting, Advanced Excel, Technical...",Gurgaon,Rachita,2018-10-03,"5,00,000 - 10,00,000 P.A."
RANDSTAD INDIA PVT LTD,1-5 yrs,Must have good exposure in Market Research including Primary Research & Secondary research;Must have ...,https://www.naukri.com/job-listings-Business-Analyst-RANDSTAD-INDIA-PVT-LTD-Gurgaon-1-to-5-years-250918009042?src=jobsearchDesk&sid=1539017118643&xp=38&px=4,Business Analyst,"Business Analysis, Data Analysis, Primary Research, Secondary Research...",Gurgaon,Bhumika,2018-09-25,Not disclosed
AIRSEVA INDIA PVT LTD,5-8 yrs,8 + years top tier analyst or consulting experience in business intelligence or analytics ...,https://www.naukri.com/job-listings-Business-Analyst-contractual-Role-AIRSEVA-INDIA-PVT-LTD-Gurgaon-5-to-8-years-031018006959?src=jobsearchDesk&sid=1539017118643&xp=39&px=4,Business Analyst (contractual Role),"Big Data Analytics, Data Science, Macros, VBA, Data Quality, Charts...",Gurgaon,Uttirna Gogia,2018-10-03,Not disclosed
FIL India Business and Research Services Private  Limited,5-7 yrs,Exposure to structured software development methodology (preferably Agile or Iterative development ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-DARS-FIL-India-Business-and-Research-Services-Private-Limited-Gurgaon-5-to-7-years-011018901426?src=jobsearchDesk&sid=1539017118643&xp=40&px=4,Senior Business Analyst - DARS,"reference data, market data, fixed income derivatives, business analysis...",Gurgaon,HR,2018-10-01,Not disclosed
Decision Point,2-4 yrs,The position required for an individual to manage Decision Points client engagement end to end which ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-FMCG-Sector-Iit-nit-Decision-Point-Delhi-NCR-Gurgaon-2-to-4-years-011018900788?src=jobsearchDesk&sid=1539017118643&xp=41&px=4,Senior Business Analyst - FMCG Sector - Iit/nit,"sales, business analysis, marketing, data analytics, excel powerpoint, team...","Delhi NCR, Gurgaon",HR,2018-10-03,Not disclosed
WTC Noida Development Company Private Limited,1-3 yrs,Accurate and timely generation of the reports  Analyzing MIS report to provide ...,https://www.naukri.com/job-listings-MIS-Executive-1-to-3-Years-Jasola-WTC-Noida-Development-Company-Private-Limited-Delhi-Jasola-1-to-3-years-011018004306?src=jobsearchDesk&sid=1539017118643&xp=42&px=4,MIS Executive - 1 to 3 Years - Jasola,"MIS Reporting, Management Reporting, Data Management, Trend Analysis, MIS...",Delhi(Jasola),Kanchan Arora,2018-10-01,"3,00,000 - 3,50,000 P.A."
Coalition India,0-5 yrs,Successfully completing Google AdWords Certification if not already ...,https://www.naukri.com/job-listings-SEM-Analyst-PPC-Manager-Remote-Coalition-India-Delhi-NCR-Amritsar-Chandigarh-Delhi-Gurgaon-0-to-5-years-201016000146?src=jobsearchDesk&sid=1539017118643&xp=43&px=4,SEM Analyst /PPC Manager - Remote,"Wordpress, Jquery, css, analytics, market research, data analytics, SEO","Delhi NCR, Amritsar, Chandigarh, Delhi, Gurgaon",Amandeep,2018-10-01,Not disclosed
Coalition India,0-5 yrs,After successfully completing the initial training period you should also be able to perform technical ...,https://www.naukri.com/job-listings-SEO-Analyst-Remote-Coalition-India-Mumbai-Bengaluru-Amritsar-Chandigarh-Delhi-0-to-5-years-090816009164?src=jobsearchDesk&sid=1539017118643&xp=44&px=4,SEO Analyst - Remote,"Wordpress, Jquery, css, analytics, market research, data analytics, SEO","Mumbai, Bengaluru, Amritsar, Chandigarh, Delhi",Amandeep,2018-10-01,Not disclosed
"OYO Rooms, Oravel Stays Private Limited",1-6 yrs,Data collection mechanisms and hygiene  Creating and maintaining dashboards for ...,https://www.naukri.com/job-listings-Analyst-OYO-Rooms-Oravel-Stays-Private-Limited-Gurgaon-1-to-6-years-041018005642?src=jobsearchDesk&sid=1539017118643&xp=45&px=4,Analyst,"Data Collection, Process Implementation, Business Generation...",Gurgaon,Pratibha Jangir,2018-10-04,Not disclosed
DigitalSkunks,2-5 yrs,,https://www.naukri.com/job-listings-Data-Analyst-DigitalSkunks-Noida-2-to-5-years-250518500140?src=jobsearchDesk&sid=1539017118643&xp=46&px=4,Data Analyst,"SQL, SAS, Process improvement, XML, SPSS, Data mining, Javascript...",Noida,,2018-08-10,Not disclosed
Knowledge Excel Services,2-6 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Knowledge-Excel-Services-Delhi-2-to-6-years-221217501200?src=jobsearchDesk&sid=1539017118643&xp=47&px=4,Data Analyst,"Data Analyst, SPSS, Analytical, Data management, Team management skills...",Delhi,,2018-08-10,Not disclosed
Adglobal360,2-7 yrs,,https://www.naukri.com/job-listings-DATA-ANALYST-SR-DATA-ANALYST-Adglobal360-Gurgaon-2-to-7-years-210518500284?src=jobsearchDesk&sid=1539017118643&xp=48&px=4,DATA ANALYST / SR. DATA ANALYST,"SQL, MySQL, Python, Business intelligence, microsoft, QlikView...",Gurgaon,,2018-08-10,Not disclosed
DEFTeam Solutions Pvt.Ltd,3-6 yrs,,https://www.naukri.com/job-listings-Data-Analyst-R-SAS-DEFTeam-Solutions-Pvt-Ltd-Noida-3-to-6-years-250417501354?src=jobsearchDesk&sid=1539017118643&xp=49&px=4,Data Analyst R SAS,"Statistics, Engineering Manager, Data analysis, SQL, SAS, Windows, Linux...",Noida,,2018-08-10,Not disclosed
GBT India Private Limited,1-5 yrs,,https://www.naukri.com/job-listings-Data-Management-Analyst-GBT-India-Private-Limited-Gurgaon-Chandigarh-haryana-1-to-5-years-210818500366?src=jobsearchDesk&sid=1539017118643&xp=50&px=4,Data Management Analyst,"Customer service, Recruitment, Consulting, Operations, Data quality...","Gurgaon, Chandigarh, haryana",,2018-08-21,Not disclosed
,,,,,,,,,
CBRE Group,1-2 yrs,,https://www.naukri.com/job-listings-Business-Analyst-Data-Analytics-CBRE-Group-Gurgaon-Delhi-1-to-2-years-090718500552?src=jobsearchDesk&sid=15390171192539&xp=1&px=5,Business Analyst - Data Analytics,"Business Analyst, Analytical, Business strategy, Monitoring...","Gurgaon, Delhi",,2018-08-10,Not disclosed
GreatLearning,1-6 yrs,,https://www.naukri.com/job-listings-Data-Science-Analyst-GreatLearning-Gurgaon-1-to-6-years-060918500993?src=jobsearchDesk&sid=15390171192539&xp=2&px=5,Data Science Analyst,"Data modeling, data science, Statistical analysis, Data analytics, Python...",Gurgaon,,2018-09-06,Not disclosed
Adreno Technologies India Private Limited,1-5 yrs,,https://www.naukri.com/job-listings-DATA-RESEARCH-ANALYST-Adreno-Technologies-India-Private-Limited-Gurgaon-1-to-5-years-310718500046?src=jobsearchDesk&sid=15390171192539&xp=3&px=5,DATA RESEARCH ANALYST,"Networking, IT services, Social media, Data mining, Data Research Analyst...",Gurgaon,,2018-08-10,Not disclosed
HuQuo,2-5 yrs,- Experience building large scale distributed data processing systems/applications or large scale ...,https://www.naukri.com/job-listings-Senior-Business-Analyst-Asst-manager-Scala-spark-Big-Data-HuQuo-Delhi-NCR-Gurgaon-2-to-5-years-230818900266?src=jobsearchDesk&sid=15390171192539&xp=4&px=5,Senior Business Analyst / Asst.manager - Scala/spark - Big Data,"Scala, Spark, Big Data, SAS, Data Visualisation, Business Intelligence...","Delhi NCR, Gurgaon",HuQuo Consulting,2018-08-29,Not disclosed
HuQuo,2-5 yrs,Linux & C++ experience of 2-4 years;Should have expertise hold on both LINUX and C++;Preferred ...,https://www.naukri.com/job-listings-Analyst-C-linux-data-Structure-L2-Support-HuQuo-Delhi-NCR-Gurgaon-2-to-5-years-230818900262?src=jobsearchDesk&sid=15390171192539&xp=5&px=5,Analyst - C++/linux/data Structure - L2 Support,"Valgrind, GDB, Linux, C++, L1, Debugging, Data Structure, L2 Support","Delhi NCR, Gurgaon",HuQuo Consulting,2018-08-23,Not disclosed
BlackRock Services India Pvt. Ltd.,2-4 yrs,"Experience in financial data management including: pricing, security master information, portfolio risk ...",https://www.naukri.com/job-listings-Analyst-Interface-Data-Management-BlackRock-Services-India-Pvt-Ltd-Gurgaon-2-to-4-years-070918900682?src=jobsearchDesk&sid=15390171192539&xp=6&px=5,Analyst - Interface Data Management,"Strategic Partnerships, Finance, Strategic Planning, Strategy, Derivatives,...",Gurgaon,HR,2018-09-07,Not disclosed
HuQuo,3-7 yrs,Strong candidates should have prior experience in software product development;- Translate business ...,https://www.naukri.com/job-listings-Analyst-R-sas-data-Structure-HuQuo-Delhi-NCR-Gurgaon-3-to-7-years-230818900424?src=jobsearchDesk&sid=15390171192539&xp=7&px=5,Analyst - R/sas/data Structure,"SQL, R, Tableau, High Frequency Trading, Unit Testing...","Delhi NCR, Gurgaon",HuQuo Consulting,2018-08-29,Not disclosed
UnitedLex BPO Private Limited,0-2 yrs,,https://www.naukri.com/job-listings-Analyst-mis-for-Three-Months-Walkin-on-Wednesday-thursday-UnitedLex-BPO-Private-Limited-Gurgaon-0-to-2-years-240918007762?src=jobsearchDesk&sid=15390171192539&xp=8&px=5,Analyst-mis ( for Three Months) Walkin on Wednesday_thursday,"Excel, Formulas, Charts, Powerpoint, Outlook, Word, MIS Reporting...",Gurgaon,Prerna Sharma,2018-09-24,"50,000 - 3,00,000 P.A."
SLA Consultants India,0-5 yrs,,https://www.naukri.com/job-listings-MNC-Billing-Executive-Clerk-Typist-Computer-Data-Entry-Operator-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-5-years-180918000207?src=jobsearchDesk&sid=15390171192539&xp=9&px=5,MNC - Billing Executive - Clerk- Typist- Computer  Data Entry Operator,"mis executive, mis coordinator, mis analyst, computer operator, data entry,...","Delhi NCR, Gurgaon, Noida",Bhanu,2018-09-18,"2,25,000 - 4,25,000 P.A."
Change Your Company Consulting,1-2 yrs,Research Analysts must assess all available information to determine what marketing strategy would work ...,https://www.naukri.com/job-listings-Research-Analyst-Change-Your-Company-Consulting-Delhi-Netaji-Subhash-Place-1-to-2-years-140918008113?src=jobsearchDesk&sid=15390171192539&xp=10&px=5,Research Analyst,"Data Research, Data Analysis, Web Research, MS Office, Research Analysis...",Delhi(Netaji Subhash Place),Tusha Sharma,2018-09-14,"1,25,000 - 2,00,000 P.A."
SLA Consultants India,0-5 yrs,,https://www.naukri.com/job-listings-MIS-Executive-Operation-Business-Analyst-in-MNC-3-5-L-PA-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-5-years-140918000246?src=jobsearchDesk&sid=15390171192539&xp=11&px=5,MIS Executive | Operation & Business Analyst - Job in MNC -3- 5 L PA,"mis executive, mis coordinator, mis analyst, office assistant...","Delhi NCR, Gurgaon, Noida",Bhanu,2018-09-14,"2,25,000 - 4,25,000 P.A."
Wow Jobs Lc ( Wow Softech Pvt. Ltd),3-8 yrs,"SALES BUDGETING  Prepare yearly sales budget for PAN India zone wise (North, East, West, Central ...",https://www.naukri.com/job-listings-Business-Analyst-Sales-Analyst-for-Medical-Diagnostics-Company-Wow-Jobs-Lc-Wow-Softech-Pvt-Ltd-Gurgaon-3-to-8-years-110918003138?src=jobsearchDesk&sid=15390171192539&xp=12&px=5,Business Analyst/ Sales Analyst for Medical Diagnostics Company,"Marketing Analysis, Sales Budgeting, Business Development, Sales Strategy...",Gurgaon,Shubhra kohli,2018-09-11,Not disclosed
EPIKSO INDIA PRIVATE LIMITED,1-5 yrs,"Please find below, the JD for the   Research Analyst   role: ...",https://www.naukri.com/job-listings-Research-Analyst-EPIKSO-INDIA-PRIVATE-LIMITED-Gurgaon-South-City-1-1-to-5-years-250918008298?src=jobsearchDesk&sid=15390171192539&xp=13&px=5,Research Analyst,"data research, web research, data mining, research analysis...",Gurgaon(South City 1),Epikso,2018-09-25,Not disclosed
Shahi Exports Pvt Ltd.,15-20 yrs,,https://www.naukri.com/job-listings-Senior-Business-Analyst-with-15-Yrs-Exp-Shahi-Exoprts-Pvt-Ltd-Shahi-Exports-Pvt-Ltd-Faridabad-15-to-20-years-010918004777?src=jobsearchDesk&sid=15390171192539&xp=14&px=5,Senior Business Analyst with 15 Yrs. Exp. - Shahi Exoprts Pvt. Ltd.,"Marketing, Market Research, Sales, Opportunity Identification...",Faridabad,Promila Rawat,2018-10-06,"50,00,000 - 60,00,000 P.A."
Ushema Mansystem Private limited,3-7 yrs,,https://www.naukri.com/job-listings-Opening-of-Business-Analyst-in-Noida-Visakhapatnam-Pune-Ushema-Mansystem-Private-limited-Pune-Noida-Visakhapatnam-3-to-7-years-060918006048?src=jobsearchDesk&sid=15390171192539&xp=15&px=5,"Opening of Business Analyst in Noida, Visakhapatnam & Pune","Business Analysis, MIS Reporting, MIS Analyst, Data Analysis, analytics...","Pune, Noida, Visakhapatnam",Ms Mahima Chaudhary,2018-09-06,"4,00,000 - 9,00,000 P.A."
